Date,SiteID,Station,NominalDepth,SamplingDepth,CTD Cast Rep,UniqueID,NH4_ResultID,NH4_Lab,NH4_QC,NH4_QF,NH4_QA,NH4_Comment,NH4_SampleFieldReplicateNumber,NO2_ResultID,NO2_Lab,NO2_QC,NO2_QF,NO2_QA,NO2_Comment,NO2_SampleFieldReplicateNumber,NO3_ResultID,NO3_Lab,NO3_QC,NO3_QF,NO3_QA,NO3_Comment,NO3_SampleFieldReplicateNumber,PO4_ResultID,PO4_Lab,PO4_QC,PO4_QF,PO4_QA,PO4_Comment,PO4_SampleFieldReplicateNumber,SiOH4_ResultID,SiOH4_Lab,SiOH4_QC,SiOH4_QF,SiOH4_QA,SiOH4_Comment,SiOH4_SampleFieldReplicateNumber
4/7/2014,183,HCB007,10,10.63,1,1513129,63571829,4.327,2,0,3,,1,63571825,0.594,2,0,3,,1,63571827,25.348,2,0,3,,1,63571828,2.64,2,0,3,,1,63571826,83.377,2,0,3,,1
5/6/2014,183,HCB007,0,0.78,1,1513188,63572120,3.913,2,0,3,Lab Comment: MF1408; UW reported sample date: 2014-05-06,1,63572124,0.449,2,0,3,Lab Comment: MF1408; UW reported sample date: 2014-05-06,1,63572122,27.674,2,0,3,Lab Comment: MF1408; UW reported sample date: 2014-05-06,1,63572121,2.102,2,0,3,Lab Comment: MF1408; UW reported sample date: 2014-05-06,1,63572123,74.001,2,0,3,Lab Comment: MF1408; UW reported sample date: 2014-05-06,1
5/6/2014,183,HCB007,10,10.22,1,1513189,63572129,4.995,2,0,3,Lab Comment: MF1408; UW reported sample date: 2014-05-06,1,63572125,0.601,2,0,3,Lab Comment: MF1408; UW reported sample date: 2014-05-06,1,63572127,23.012,2,0,3,Lab Comment: MF1408; UW reported sample date: 2014-05-06,1,63572128,2.596,2,0,3,Lab Comment: MF1408; UW reported sample date: 2014-05-06,1,63572126,83.897,2,0,3,Lab Comment: MF1408; UW reported sample date: 2014-05-06,1
6/3/2014,183,HCB007,0,0.81,1,1513281,63572589,0.678,2,0,3,"NO3, NO2 below detection limit, flagged as estimate. ",1,63572585,0,2,J,3,"NO3, NO2 below detection limit, flagged as estimate. ",1,63572588,0.146,2,J,3,"NO3, NO2 below detection limit, flagged as estimate. ",1,63572587,0.586,2,0,3,,1,63572586,43.697,2,0,3,"NO3, NO2 below detection limit, flagged as estimate. ",1
6/3/2014,183,HCB007,10,10.68,1,1513282,63572590,1.576,2,0,3,,1,63572594,0.183,2,0,3,,1,63572591,13.328,2,0,3,,1,63572592,1.925,2,0,3,,1,63572593,50.053,2,0,3,,1
7/21/2014,183,HCB007,0,0.81,1,1513387,63573119,0.893,2,0,3,,1,63573115,0.246,2,0,3,,1,63573117,4.799,2,0,3,,1,63573118,1.432,2,0,3,,1,63573116,33.977,2,0,3,,1
7/21/2014,183,HCB007,10,10.72,1,1513388,63573120,2.837,2,0,3,,1,63573124,0.399,2,0,3,,1,63573122,14.331,2,0,3,,1,63573121,2.424,2,0,3,,1,63573123,60.106,2,0,3,,1
8/12/2014,183,HCB007,0,0.79,1,1513476,63573561,1.442,2,0,3,,1,63573564,0.058,2,0,3,,1,63573560,2.787,2,0,3,,1,63573562,1.376,2,0,3,,1,63573563,42.627,2,0,3,,1
8/12/2014,183,HCB007,10,10.23,1,1513477,63573568,6.585,2,0,3,,1,63573565,0.294,2,0,3,,1,63573569,16.151,2,0,3,,1,63573567,3.827,2,0,3,,1,63573566,82.057,2,0,3,,1
9/8/2014,183,HCB007,0,0.83,1,1513570,63574031,0.497,2,0,3,"NO2 below detection limit, flagged as estimate.",1,63574034,0.007,2,J,3,"NO2 below detection limit, flagged as estimate.",1,63574030,0.957,2,0,3,"NO2 below detection limit, flagged as estimate.",1,63574032,1.246,2,0,3,,1,63574033,48.755,2,0,3,"NO2 below detection limit, flagged as estimate.",1
9/8/2014,183,HCB007,10,10.71,1,1513571,63574038,4.981,2,0,3,,1,63574035,0.331,2,0,3,,1,63574039,17.458,2,0,3,,1,63574037,3.943,2,0,3,,1,63574036,96.456,2,0,3,,1
10/14/2014,183,HCB007,0,1.06,1,1513664,63574501,0.184,2,0,3,,1,63574504,0.063,2,0,3,,1,63574500,7.949,2,0,3,,1,63574502,1.538,2,0,3,,1,63574503,59.421,2,0,3,,1
10/14/2014,183,HCB007,10,10.81,1,1513665,63574508,0.722,2,0,3,,1,63574505,0.204,2,0,3,,1,63574509,30.695,2,0,3,,1,63574507,4.025,2,0,3,,1,63574506,103.541,2,0,3,,1
11/10/2014,183,HCB007,0,0.97,1,1513740,63574882,0.312,2,0,3,,1,63574884,0.064,2,0,3,,1,63574880,2.391,2,0,3,,1,63574881,0.645,2,0,3,,1,63574883,31.742,2,0,3,,1
11/10/2014,183,HCB007,10,10.70,1,1513741,63574887,0.944,2,0,3,,1,63574885,0.337,2,0,3,,1,63574889,23.63,2,0,3,,1,63574888,3.055,2,0,3,,1,63574886,65.718,2,0,3,,1
1/13/2015,183,HCB007,0,,1,71679,76017,0.0804,2,0,3,UW reported sample date: 2015-01-13,1,76018,0.204,2,0,3,UW reported sample date: 2015-01-13,1,76019,16.6065,2,0,3,UW reported sample date: 2015-01-13,1,76020,1.1791,2,0,3,UW reported sample date: 2015-01-13,1,76021,114.8922,2,0,3,UW reported sample date: 2015-01-13,1
1/13/2015,183,HCB007,10,7.53,1,71678,76012,0.095,2,0,3,UW reported sample date: 2015-01-13,1,76013,0.3444,2,0,3,UW reported sample date: 2015-01-13,1,76014,25.0901,2,0,3,UW reported sample date: 2015-01-13,1,76015,2.9238,2,0,3,UW reported sample date: 2015-01-13,1,76016,79.4179,2,0,3,UW reported sample date: 2015-01-13,1
2/24/2015,183,HCB007,0,0.93,1,73542,77755,0.0293,2,J  ,3,NH4 below detection limit. UW reported sample date: 2015-02-24,1,77756,0.2489,2,0,3,UW reported sample date: 2015-02-24,1,77757,6.7857,2,0,3,UW reported sample date: 2015-02-24,1,77758,0.992,2,0,3,UW reported sample date: 2015-02-24,1,77759,106.9659,2,0,3,UW reported sample date: 2015-02-24,1
2/24/2015,183,HCB007,10,17.36,1,73541,77750,1.9944,2,0,3,UW reported sample date: 2015-02-24,1,77751,0.6533,2,0,3,UW reported sample date: 2015-02-24,1,77752,25.2187,2,0,3,UW reported sample date: 2015-02-24,1,77753,3.7724,2,0,3,UW reported sample date: 2015-02-24,1,77754,104.5284,2,0,3,UW reported sample date: 2015-02-24,1
4/7/2015,183,HCB007,0,0.83,1,75058,79274,0,2,J  ,3,NH4 is under detection limit. UW reported sample date: 2015-04-07,1,79275,0.0057,2,J  ,3,N02 is under detection limit. UW reported sample date: 2015-04-07,1,79276,0.1886,2,0,3,UW reported sample date: 2015-04-07,1,79277,0.6721,2,0,3,UW reported sample date: 2015-04-07,1,79278,54.2056,2,0,3,UW reported sample date: 2015-04-07,1
4/7/2015,183,HCB007,10,7.98,1,75057,79269,1.1831,2,0,3,UW reported sample date: 2015-04-07,1,79270,0.3303,2,0,3,UW reported sample date: 2015-04-07,1,79271,23.6075,2,0,3,UW reported sample date: 2015-04-07,1,79272,3.3137,2,0,3,UW reported sample date: 2015-04-07,1,79273,85.1382,2,0,3,UW reported sample date: 2015-04-07,1
5/6/2015,183,HCB007,0,0.87,1,75721,79878,0.3952,2,0,3,UW reported sample date: 2015-05-06,1,79879,0.0352,2,0,3,UW reported sample date: 2015-05-06,1,79880,0.3899,2,0,3,UW reported sample date: 2015-05-06,1,79881,1.3149,2,0,3,UW reported sample date: 2015-05-06,1,79882,42.3332,2,0,3,UW reported sample date: 2015-05-06,1
5/6/2015,183,HCB007,10,7.95,1,75720,79873,2.8108,2,0,3,UW reported sample date: 2015-05-06,1,79874,0.4489,2,0,3,UW reported sample date: 2015-05-06,1,79875,26.2688,2,0,3,UW reported sample date: 2015-05-06,1,79876,4.6003,2,0,3,UW reported sample date: 2015-05-06,1,79877,88.218,2,0,3,UW reported sample date: 2015-05-06,1
6/11/2015,183,HCB007,0,1.07,1,76441,80323,0.0401,2,J  ,3,NH4 is under detection limit. UW reported sample date: 2015-06-11,1,80324,0.0198,2,0,3,UW reported sample date: 2015-06-11,1,80325,0.1962,2,0,3,UW reported sample date: 2015-06-11,1,80326,1.4676,2,0,3,UW reported sample date: 2015-06-11,1,80327,52.6787,2,0,3,UW reported sample date: 2015-06-11,1
6/11/2015,183,HCB007,10,7.14,1,76440,80318,5.8561,2,0,3,UW reported sample date: 2015-06-11,1,80319,0.3159,2,0,3,UW reported sample date: 2015-06-11,1,80320,18.8101,2,0,3,UW reported sample date: 2015-06-11,1,80321,5.5396,2,0,3,UW reported sample date: 2015-06-11,1,80322,104.2637,2,0,3,UW reported sample date: 2015-06-11,1
8/6/2015,183,HCB007,0,1.00,1,77841,82249,0,2,J  ,3,NH4 under dectection limit. UW reported sample date: 2015-08-06,1,82250,0.0068,2,J  ,3,NO2 below detection limit; UW reported sample date: 2015-08-06,1,82251,0.4613,2,0,3,UW reported sample date: 2015-08-06,1,82252,1.8063,2,0,3,UW reported sample date: 2015-08-06,1,82253,59.3358,2,0,3,UW reported sample date: 2015-08-06,1
8/6/2015,183,HCB007,10,7.26,1,77840,82244,2.8693,2,0,3,UW reported sample date: 2015-08-06,1,82245,1.8533,2,0,3,UW reported sample date: 2015-08-06,1,82246,8.2273,2,0,3,UW reported sample date: 2015-08-06,1,82247,5.7645,2,0,3,UW reported sample date: 2015-08-06,1,82248,101.4605,2,0,3,UW reported sample date: 2015-08-06,1
9/1/2015,183,HCB007,0,1.58,1,78233,82731,0,2,J  ,3,NH4 under detection limit. UW reported sample date: 2015-09-01,1,82732,0.0273,2,0,3,UW reported sample date: 2015-09-01,1,82733,0.0469,2,J  ,3,N03 under detection limit. UW reported sample date: 2015-09-01,1,82734,2.7963,2,0,3,UW reported sample date: 2015-09-01,1,82735,73.5146,2,0,3,UW reported sample date: 2015-09-01,1
9/1/2015,183,HCB007,0,1.58,1,78238,82741,0,2,J  ,3,NH4 under detection limit. UW reported sample date: 2015-09-01,1,82742,0.0314,2,0,3,UW reported sample date: 2015-09-01,1,82743,0.0615,2,J  ,3,N03 under detection limit. UW reported sample date: 2015-09-01,1,82744,2.7965,2,0,3,UW reported sample date: 2015-09-01,1,82745,73.6825,2,0,3,UW reported sample date: 2015-09-01,1
9/1/2015,183,HCB007,0,1.58,1,78237,82736,0,2,J  ,3,NH4 under detection limit. UW reported sample date: 2015-09-01,1,82737,0.0258,2,0,3,UW reported sample date: 2015-09-01,1,82738,0.072,2,J  ,3,N03 under detection limit. UW reported sample date: 2015-09-01,1,82739,2.7932,2,0,3,UW reported sample date: 2015-09-01,1,82740,73.2993,2,0,3,UW reported sample date: 2015-09-01,1
9/1/2015,183,HCB007,10,10.74,1,78232,82726,5.31,2,0,3,UW reported sample date: 2015-09-01,1,82727,1.3846,2,0,3,UW reported sample date: 2015-09-01,1,82728,8.6784,2,0,3,UW reported sample date: 2015-09-01,1,82729,6.0854,2,0,3,UW reported sample date: 2015-09-01,1,82730,89.5061,2,0,3,UW reported sample date: 2015-09-01,1
10/8/2015,183,HCB007,0,1.09,1,78746,84761,0.3915,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-10-08,1,84762,0.2473,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-10-08,1,84763,2.8512,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-10-08,1,84764,2.2874,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-10-08,1,84765,75.9431,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-10-08,1
10/8/2015,183,HCB007,10,7.47,1,78745,84756,1.8589,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-10-08,1,84757,2.1893,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-10-08,1,84758,17.0407,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-10-08,1,84759,5.0513,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-10-08,1,84760,96.5028,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-10-08,1
11/5/2015,183,HCB007,0,0.89,1,81064,84976,0.5026,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-11-05,1,84977,0.2902,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-11-05,1,84978,8.0648,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-11-05,1,84979,2.3588,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-11-05,1,84980,98.5386,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-11-05,1
11/5/2015,183,HCB007,10,7.11,1,81063,84971,0.3088,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-11-05,1,84972,0.3018,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-11-05,1,84973,22.377,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-11-05,1,84974,3.5162,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-11-05,1,84975,76.4141,2,JH ,3,Lab Comment: Analyzed past recommended holding time.; UW reported sample date: 2015-11-05,1
12/11/2015,183,HCB007,0,,1,81490,85321,1.6911,2,0,3,UW reported sample date: 2015-12-11,1,85322,0.2078,2,0,3,UW reported sample date: 2015-12-11,1,85323,15.5896,2,0,3,UW reported sample date: 2015-12-11,1,85324,1.3739,2,0,3,UW reported sample date: 2015-12-11,1,85325,111.5499,2,0,3,UW reported sample date: 2015-12-11,1
12/11/2015,183,HCB007,10,7.11,1,81489,85316,0.0988,2,0,3,UW reported sample date: 2015-12-11,1,85317,0.1647,2,0,3,UW reported sample date: 2015-12-11,1,85318,26.7873,2,0,3,UW reported sample date: 2015-12-11,1,85319,3.44,2,0,3,UW reported sample date: 2015-12-11,1,85320,78.163,2,0,3,UW reported sample date: 2015-12-11,1
1/7/2016,183,HCB007,0,1.17,1,82575,99294,0.1159,2,0,3,UW reported sample date: 2016-01-07,1,99295,0.1892,2,0,3,UW reported sample date: 2016-01-07,1,99296,12.0951,2,0,3,UW reported sample date: 2016-01-07,1,99297,1.0558,2,0,3,UW reported sample date: 2016-01-07,1,99298,143.79,2,0,3,UW reported sample date: 2016-01-07,1
1/7/2016,183,HCB007,10,8.16,1,82574,99289,0.192,2,0,3,UW reported sample date: 2016-01-07,1,99290,0.0825,2,0,3,UW reported sample date: 2016-01-07,1,99291,27.2746,2,0,3,UW reported sample date: 2016-01-07,1,99292,3.3341,2,0,3,UW reported sample date: 2016-01-07,1,99293,82.115,2,0,3,UW reported sample date: 2016-01-07,1
2/10/2016,183,HCB007,0,0.87,1,83437,90076,0.3099,2,0,3,UW reported sample date: 2016-02-10,1,90077,0.2873,2,0,3,UW reported sample date: 2016-02-10,1,90078,19.8478,2,0,3,UW reported sample date: 2016-02-10,1,90079,2.2783,2,0,3,UW reported sample date: 2016-02-10,1,90080,83.6765,2,0,3,UW reported sample date: 2016-02-10,1
2/10/2016,183,HCB007,10,6.88,1,83434,90061,0.3516,2,0,3,UW reported sample date: 2016-02-10,1,90062,0.3333,2,0,3,UW reported sample date: 2016-02-10,1,90063,24.2476,2,0,3,UW reported sample date: 2016-02-10,1,90064,2.7476,2,0,3,UW reported sample date: 2016-02-10,1,90065,82.5452,2,0,3,UW reported sample date: 2016-02-10,1
3/2/2016,183,HCB007,0,0.48,1,85688,90436,0.0019,2,J  ,3,NH4 is under detection limit. UW reported sample date: 2016-03-02,1,90437,0.1094,2,0,3,UW reported sample date: 2016-03-02,1,90438,1.6393,2,0,3,UW reported sample date: 2016-03-02,1,90439,0.44,2,0,3,UW reported sample date: 2016-03-02,1,90440,67.453,2,0,3,UW reported sample date: 2016-03-02,1
3/2/2016,183,HCB007,10,10.16,1,85687,90431,0.2109,2,0,3,UW reported sample date: 2016-03-02,1,90432,0.3612,2,0,3,UW reported sample date: 2016-03-02,1,90433,25.7686,2,0,3,UW reported sample date: 2016-03-02,1,90434,3.1286,2,0,3,UW reported sample date: 2016-03-02,1,90435,82.0039,2,0,3,UW reported sample date: 2016-03-02,1
5/12/2016,183,HCB007,0,1.10,1,88037,91771,0.3768,2,0,3,UW reported sample date: 2016-05-12,1,91772,0.0411,2,0,3,UW reported sample date: 2016-05-12,1,91773,0.7835,2,0,3,UW reported sample date: 2016-05-12,1,91774,0.7359,2,0,3,UW reported sample date: 2016-05-12,1,91775,68.1717,2,0,3,UW reported sample date: 2016-05-12,1
5/12/2016,183,HCB007,10,7.03,1,88036,91766,2.7749,2,0,3,UW reported sample date: 2016-05-12,1,91767,0.07,2,0,3,UW reported sample date: 2016-05-12,1,91768,1.4732,2,0,3,UW reported sample date: 2016-05-12,1,91769,1.8018,2,0,3,UW reported sample date: 2016-05-12,1,91770,75.8655,2,0,3,UW reported sample date: 2016-05-12,1
6/9/2016,183,HCB007,0,0.98,1,88937,94501,0.1386,2,0,3,UW reported sample date: 2016-06-09,1,94502,0.0322,2,0,3,UW reported sample date: 2016-06-09,1,94503,0.6889,2,0,3,UW reported sample date: 2016-06-09,1,94504,1.015,2,0,3,UW reported sample date: 2016-06-09,1,94505,89.9042,2,0,3,UW reported sample date: 2016-06-09,1
6/9/2016,183,HCB007,10,10.58,1,88936,94496,3.122,2,0,3,UW reported sample date: 2016-06-09,1,94497,0.0526,2,0,3,UW reported sample date: 2016-06-09,1,94498,0.3922,2,0,3,UW reported sample date: 2016-06-09,1,94499,2.5016,2,0,3,UW reported sample date: 2016-06-09,1,94500,94.1239,2,0,3,UW reported sample date: 2016-06-09,1
7/21/2016,183,HCB007,0,1.12,1,89609,94701,0.0089,2,J  ,3,NH4 is under detection limit. UW reported sample date: 2016-07-21,1,94702,0.0481,2,0,3,UW reported sample date: 2016-07-21,1,94703,4.7393,2,0,3,UW reported sample date: 2016-07-21,1,94704,1.5531,2,0,3,UW reported sample date: 2016-07-21,1,94705,86.7575,2,0,3,UW reported sample date: 2016-07-21,1
7/21/2016,183,HCB007,10,7.24,1,89608,94696,0.0702,2,0,3,UW reported sample date: 2016-07-21,1,94697,0.0528,2,0,3,UW reported sample date: 2016-07-21,1,94698,0.2789,2,0,3,UW reported sample date: 2016-07-21,1,94699,1.5141,2,0,3,UW reported sample date: 2016-07-21,1,94700,79.4661,2,0,3,UW reported sample date: 2016-07-21,1
8/29/2016,183,HCB007,0,0.85,1,92572,95236,0.4265,2,0,3,UW reported sample date: 2016-08-29,1,95237,0.6439,2,0,3,UW reported sample date: 2016-08-29,1,95238,10.5713,2,0,3,UW reported sample date: 2016-08-29,1,95239,3.1691,2,0,3,UW reported sample date: 2016-08-29,1,95240,95.7357,2,0,3,UW reported sample date: 2016-08-29,1
8/29/2016,183,HCB007,10,10.68,1,92571,95231,1.3704,2,0,3,Lab Comment: 2.0 dilution factor.; UW reported sample date: 2016-08-29,1,95232,2.0792,2,0,3,Lab Comment: 2.0 dilution factor.; UW reported sample date: 2016-08-29,1,95233,20.1614,2,0,3,Lab Comment: 2.0 dilution factor.; UW reported sample date: 2016-08-29,1,95234,4.8155,2,0,3,Lab Comment: 2.0 dilution factor.; UW reported sample date: 2016-08-29,1,95235,106.5437,2,0,3,Lab Comment: 2.0 dilution factor.; UW reported sample date: 2016-08-29,1
9/26/2016,183,HCB007,0,1.05,1,93178,96391,0.1868,2,0,3,UW reported sample date: 2016-09-26,1,96392,0.1081,2,0,3,UW reported sample date: 2016-09-26,1,96393,4.6971,2,0,3,UW reported sample date: 2016-09-26,1,96394,1.9654,2,0,3,UW reported sample date: 2016-09-26,1,96395,104.1174,2,0,3,UW reported sample date: 2016-09-26,1
9/26/2016,183,HCB007,10,10.85,1,93177,96386,0.4803,2,0,3,UW reported sample date: 2016-09-26,1,96387,0.5965,2,0,3,UW reported sample date: 2016-09-26,1,96388,22.1319,2,0,3,UW reported sample date: 2016-09-26,1,96389,4.1633,2,0,3,UW reported sample date: 2016-09-26,1,96390,97.799,2,0,3,UW reported sample date: 2016-09-26,1
10/20/2016,183,HCB007,0,0.88,1,93909,96776,0,2,J  ,3,NH4 is under detection limit.UW reported sample date: 2016-10-20,1,96777,0.2609,2,0,3,UW reported sample date: 2016-10-20,1,96778,0,2,J  ,3,N03 is under detection limit. UW reported sample date: 2016-10-20,1,96779,1.7088,2,0,3,UW reported sample date: 2016-10-20,1,96780,102.9925,2,0,3,UW reported sample date: 2016-10-20,1
10/20/2016,183,HCB007,10,7.81,1,93908,96771,0,2,J  ,3,NH4 is under detection limit. UW reported sample date: 2016-10-20,1,96772,0.2954,2,0,3,UW reported sample date: 2016-10-20,1,96773,2.1807,2,0,3,UW reported sample date: 2016-10-20,1,96774,2.9337,2,0,3,UW reported sample date: 2016-10-20,1,96775,78.3845,2,0,3,UW reported sample date: 2016-10-20,1
11/10/2016,183,HCB007,0,1.52,1,95525,97588,0.8352,2,0,3,UW reported sample date: 2016-11-10,1,97589,0.5094,2,0,3,UW reported sample date: 2016-11-10,1,97590,21.4683,2,0,3,UW reported sample date: 2016-11-10,1,97591,2.8803,2,0,3,UW reported sample date: 2016-11-10,1,97592,63.862,2,0,3,UW reported sample date: 2016-11-10,1
11/10/2016,183,HCB007,10,11.09,1,95524,97583,0.2741,2,0,3,UW reported sample date: 2016-11-10,1,97584,0.348,2,0,3,UW reported sample date: 2016-11-10,1,97585,24.8147,2,0,3,UW reported sample date: 2016-11-10,1,97586,3.2098,2,0,3,UW reported sample date: 2016-11-10,1,97587,61.9018,2,0,3,UW reported sample date: 2016-11-10,1
12/16/2016,183,HCB007,0,1.18,1,95900,99051,0.4684,2,0,3,UW reported sample date: 2016-12-16,1,99052,0.3594,2,0,3,UW reported sample date: 2016-12-16,1,99053,17.855,2,0,3,UW reported sample date: 2016-12-16,1,99054,1.9372,2,0,3,UW reported sample date: 2016-12-16,1,99055,69.3187,2,0,3,UW reported sample date: 2016-12-16,1
12/16/2016,183,HCB007,10,7.22,1,95899,99046,0.214,2,0,3,UW reported sample date: 2016-12-16,1,99047,0.3931,2,0,3,UW reported sample date: 2016-12-16,1,99048,19.3815,2,0,3,UW reported sample date: 2016-12-16,1,99049,2.0954,2,0,3,UW reported sample date: 2016-12-16,1,99050,63.1468,2,0,3,UW reported sample date: 2016-12-16,1
1/12/2017,183,HCB007,0,1.25,1,97313,104397,0.4569,2,0,3,UW reported sample date: 2017-01-12,1,104398,0.3504,2,0,3,UW reported sample date: 2017-01-12,1,104399,24.414,2,0,3,UW reported sample date: 2017-01-12,1,104400,2.6363,2,0,3,UW reported sample date: 2017-01-12,1,104401,82.3623,2,0,3,UW reported sample date: 2017-01-12,1
1/12/2017,183,HCB007,10,7.50,1,97312,104392,0.2409,2,0,3,UW reported sample date: 2017-01-12,1,104393,0.3163,2,0,3,UW reported sample date: 2017-01-12,1,104394,24.5995,2,0,3,UW reported sample date: 2017-01-12,1,104395,2.6502,2,0,3,UW reported sample date: 2017-01-12,1,104396,80.221,2,0,3,UW reported sample date: 2017-01-12,1
2/3/2017,183,HCB007,0,1.50,1,99233,104617,0.2348,2,0,3,UW reported sample date: 2017-02-03,1,104618,0.2922,2,0,3,UW reported sample date: 2017-02-03,1,104619,17.7484,2,0,3,UW reported sample date: 2017-02-03,1,104620,2.0476,2,0,3,UW reported sample date: 2017-02-03,1,104621,76.5373,2,0,3,UW reported sample date: 2017-02-03,1
2/3/2017,183,HCB007,10,10.85,1,99232,104612,0.4553,2,0,3,UW reported sample date: 2017-02-03,1,104613,0.3423,2,0,3,UW reported sample date: 2017-02-03,1,104614,19.5794,2,0,3,UW reported sample date: 2017-02-03,1,104615,2.2487,2,0,3,UW reported sample date: 2017-02-03,1,104616,77.3685,2,0,3,UW reported sample date: 2017-02-03,1
3/9/2017,183,HCB007,0,0.87,1,99984,105117,0.0261,2,J  ,3,NH4 is under detection limit. UW reported sample date: 2017-03-09,1,105118,0.4573,2,0,3,UW reported sample date: 2017-03-09,1,105119,28.3834,2,0,3,UW reported sample date: 2017-03-09,1,105120,3.0829,2,0,3,UW reported sample date: 2017-03-09,1,105121,80.6933,2,0,3,UW reported sample date: 2017-03-09,1
3/9/2017,183,HCB007,10,10.53,1,99983,105112,0.8188,2,0,3,UW reported sample date: 2017-03-09,1,105113,0.5106,2,0,3,UW reported sample date: 2017-03-09,1,105114,28.8427,2,0,3,UW reported sample date: 2017-03-09,1,105115,3.3911,2,0,3,UW reported sample date: 2017-03-09,1,105116,86.9436,2,0,3,UW reported sample date: 2017-03-09,1
4/6/2017,183,HCB007,0,0.88,1,100543,105547,1.111,2,0,3,UW reported sample date: 2017-04-06,1,105548,0.2477,2,0,3,UW reported sample date: 2017-04-06,1,105549,11.5343,2,0,3,UW reported sample date: 2017-04-06,1,105550,1.4604,2,0,3,UW reported sample date: 2017-04-06,1,105551,73.4341,2,0,3,UW reported sample date: 2017-04-06,1
4/6/2017,183,HCB007,10,7.70,1,100542,105542,1.2597,2,0,3,UW reported sample date: 2017-04-06,1,105543,0.328,2,0,3,UW reported sample date: 2017-04-06,1,105544,20.7544,2,0,3,UW reported sample date: 2017-04-06,1,105545,2.377,2,0,3,UW reported sample date: 2017-04-06,1,105546,73.3686,2,0,3,UW reported sample date: 2017-04-06,1
5/18/2017,183,HCB007,0,0.99,1,101378,105702,2.6145,2,0,3,UW reported sample date: 2017-05-18,1,105703,0.1097,2,0,3,UW reported sample date: 2017-05-18,1,105704,1.8414,2,0,3,UW reported sample date: 2017-05-18,1,105705,0.9656,2,0,3,UW reported sample date: 2017-05-18,1,105706,47.8141,2,0,3,UW reported sample date: 2017-05-18,1
5/18/2017,183,HCB007,10,7.54,1,101377,105697,2.3023,2,0,3,UW reported sample date: 2017-05-18,1,105698,0.0313,2,0,3,UW reported sample date: 2017-05-18,1,105699,0.2029,2,0,3,UW reported sample date: 2017-05-18,1,105700,1.0547,2,0,3,UW reported sample date: 2017-05-18,1,105701,32.7709,2,0,3,UW reported sample date: 2017-05-18,1
7/6/2017,183,HCB007,0,1.03,1,109662,117812,0.1965,2,0,3,,1,117813,0.058,2,0,3,,1,117814,2.326,2,0,3,,1,117815,0.7558,2,0,3,,1,117816,52.4712,2,0,3,,1
7/6/2017,183,HCB007,10,7.87,1,109661,117807,0.2637,2,0,3,,1,117808,0.1044,2,0,3,,1,117809,1.1585,2,0,3,,1,117810,0.9708,2,0,3,,1,117811,33.0666,2,0,3,,1
8/11/2017,183,HCB007,0,1.02,1,103992,110358,1.0487,2,0,3,UW reported sample date: 2017-08-11,1,110359,0.0931,2,0,3,UW reported sample date: 2017-08-11,1,110360,0.6732,2,0,3,UW reported sample date: 2017-08-11,1,110361,0.73,2,0,3,UW reported sample date: 2017-08-11,1,110362,64.5263,2,0,3,UW reported sample date: 2017-08-11,1
8/11/2017,183,HCB007,10,7.57,1,103991,110353,3.1542,2,0,3,UW reported sample date: 2017-08-11,1,110354,0.0983,2,0,3,UW reported sample date: 2017-08-11,1,110355,0.5089,2,0,3,UW reported sample date: 2017-08-11,1,110356,1.7337,2,0,3,UW reported sample date: 2017-08-11,1,110357,53.568,2,0,3,UW reported sample date: 2017-08-11,1
9/6/2017,183,HCB007,0,1.28,1,106499,110708,0.9542,2,0,3,UW reported sample date: 2017-09-06,1,110709,0.1261,2,0,3,UW reported sample date: 2017-09-06,1,110710,3.7837,2,0,3,UW reported sample date: 2017-09-06,1,110711,1.2664,2,0,3,UW reported sample date: 2017-09-06,1,110712,59.7715,2,0,3,UW reported sample date: 2017-09-06,1
